ID,pageName,quotationNumber,ddlState,userId,saveDateTime,LOB,Classification,
165308,Mortgagee,QQ1914210000,EC,Cheryl,45:00.4,Businessowners,Locksmith,
165307,Mortgagee,QQ1914210000,EC,Cheryl,44:57.1,Businessowners,Locksmith,
165306,Mortgagee,QQ1914210000,EC,Cheryl,44:55.7,Businessowners,Locksmith,
165305,Mortgagee,QQ1914210000,EC,Cheryl,44:51.1,Businessowners,Locksmith,
165270,AdditionalNamedInsuredDetails,QQ1914210000,EC,Cheryl,38:50.3,Businessowners,Locksmith,
165269,AdditionalNamedInsuredDetails,QQ1914210000,EC,Cheryl,38:49.7,Businessowners,Locksmith,
165268,AdditionalNamedInsuredDetails,QQ1914210000,EC,Cheryl,38:46.1,Businessowners,Locksmith,
165267,AdditionalNamedInsuredDetails,QQ1914210000,CA,Cheryl,38:30.9,Businessowners,Locksmith,
165260,Mortgagee,QQ840110000,CA,Austin,34:31.6,Businessowners,Plumbers,
165235,Mortgagee,QQ573310000,NB,Kelvin,29:36.7,Businessowners,Carpet Cleaning Services,
165233,Mortgagee,QQ573310000,NB,Kelvin,29:33.0,Businessowners,Carpet Cleaning Services,
165232,Mortgagee,QQ573310000,NB,Kelvin,29:31.0,Businessowners,Carpet Cleaning Services,
165231,Mortgagee,QQ573310000,NB,Kelvin,29:30.1,Businessowners,Carpet Cleaning Services,
165229,Mortgagee,QQ573310000,NB,Kelvin,29:23.2,Businessowners,Carpet Cleaning Services,
165210,AdditionalNamedInsuredDetails,QQ840110000,NB,Austin,28:57.5,Businessowners,Plumbers,
165207,AdditionalNamedInsuredDetails,QQ840110000,NB,Austin,28:57.0,Businessowners,Plumbers,
165206,AdditionalNamedInsuredDetails,QQ840110000,NB,Austin,28:54.7,Businessowners,Plumbers,
165205,AdditionalNamedInsuredDetails,QQ840110000,CA,Austin,28:43.3,Businessowners,Plumbers,
165197,Mortgagee,QQ1502110000,CA,Roger,24:43.6,Businessowners,Petals Florist,
165196,Mortgagee,QQ1502110000,CA,Roger,24:41.9,Businessowners,Petals Florist,
165143,AdditionalNamedInsuredDetails,QQ573310000,NB,Kelvin,13:43.9,Businessowners,Carpet Cleaning Services,
165142,AdditionalNamedInsuredDetails,QQ573310000,NB,Kelvin,13:43.2,Businessowners,Carpet Cleaning Services,
165141,AdditionalNamedInsuredDetails,QQ573310000,CA,Kelvin,13:42.4,Businessowners,Carpet Cleaning Services,
165140,AdditionalNamedInsuredDetails,QQ573310000,CA,Kelvin,12:50.7,Businessowners,Carpet Cleaning Services,
165131,Mortgagee,QQ7058610000,NB,Kendra,45:03.2,Businessowners,Farm Corportation,
165118,Mortgagee,QQ7058610000,NB,Kendra,44:08.3,Businessowners,Farm Corportation,
165097,Mortgagee,QQ3708410000,NB,Kia,41:25.9,Businessowners,Farm Corportation,
165078,Mortgagee,QQ6368310000,NB,Angela,38:50.5,Businessowners,Petals Florist,
165075,AdditionalNamedInsuredDetails,QQ6368310000,CA,Angela,38:44.5,Businessowners,Petals Florist,
165074,AdditionalNamedInsuredDetails,QQ6368310000,CA,Angela,38:41.5,Businessowners,Petals Florist,
165067,Mortgagee,QQ7462510000,NB,Vivian,37:08.1,Businessowners,Farm Corportation,
165066,Mortgagee,QQ7462510000,NB,Vivian,36:57.5,Businessowners,Farm Corportation,
165051,Mortgagee,QQ7462510000,NB,Vivian,35:37.0,Businessowners,Farm Corportation,
165034,Mortgagee,QQ6795410000,NB,Jake,33:35.9,Businessowners,Farm Corportation,
164986,Mortgagee,QQ5177810000,NB,Eliza,26:58.0,Businessowners,Farm Corportation,
164967,Mortgagee,QQ3669410000,NB,Will,16:49.5,Businessowners,Farm Corportation,
164896,AdditionalNamedInsuredDetails,QQ1250810000,NB,Haleik,03:18.8,Businessowners,Machinery Repair,
164885,AdditionalNamedInsuredDetails,QQ4539510000,CA,Kim,02:42.2,Businessowners,Farm Corportation,
164882,AdditionalNamedInsuredDetails,QQ1250810000,CA,Haleik,02:04.3,Businessowners,Machinery Repair,
164850,AdditionalNamedInsuredDetails,QQ4206610000,CA,Kelly,57:31.8,Businessowners,Farm Corportation,
164834,AdditionalNamedInsuredDetails,QQ797310000,CA,Leo,54:09.7,Businessowners,Farm Corportation,
164819,AdditionalNamedInsuredDetails,QQ938510000,CA,Linda,47:39.9,Businessowners,Farm Corportation,
164807,AdditionalNamedInsuredDetails,QQ7100610000,CA,Jill,44:49.2,Businessowners,Farm Corportation,
164795,AdditionalNamedInsuredDetails,QQ4100010000,CA,Lily,41:39.9,Businessowners,Farm Corportation,
164794,AdditionalNamedInsuredDetails,QQ4100010000,CA,Lily,41:17.6,Businessowners,Farm Corportation,
164779,AdditionalNamedInsuredDetails,QQ8929110000,CA,Michelle,38:40.3,Businessowners,Farm Corportation,
164767,AdditionalNamedInsuredDetails,QQ6344910000,CA,James,36:00.3,Businessowners,Farm Corportation,
164755,AdditionalNamedInsuredDetails,QQ263710000,CA,Harry,33:29.4,Businessowners,Farm Corportation,
164743,AdditionalNamedInsuredDetails,QQ1926410000,CA,Gina,31:26.3,Businessowners,Farm Corportation,
164557,Mortgagee,QQ1207610000,CA,Liam,30:22.4,Businessowners,Carpet Stores,
164556,Mortgagee,QQ1207610000,CA,Liam,30:20.5,Businessowners,Carpet Stores,
164555,Mortgagee,QQ1207610000,CA,Liam,30:18.1,Businessowners,Carpet Stores,
164554,Mortgagee,QQ1207610000,CA,Liam,30:16.8,Businessowners,Carpet Stores,
164482,Mortgagee,QQ5819710000,CA,Thomas,00:15.9,Businessowners,Carpenters,
164432,WCAdditionalNamedInsuredDetails,QQ8320010000,NB,Isabella,54:53.7,Workers Compensation,Construction,
164430,WCAdditionalNamedInsuredDetails,QQ8320010000,NB,Isabella,54:47.5,Workers Compensation,Construction,
164427,WCAdditionalNamedInsuredDetails,QQ8320010000,CA,Isabella,54:17.1,Workers Compensation,Construction,
164247,Mortgagee,QQ5696710000,NB,Ethan,33:15.6,Businessowners,Plumbing supply stores,
164187,Mortgagee,QQ5696710000,NB,Ethan,26:29.2,Businessowners,Plumbing supply stores,
164170,Mortgagee,QQ1485210000,NB,James,25:07.1,Businessowners,Farm Corportation,
164169,Mortgagee,QQ1485210000,NB,James,25:02.8,Businessowners,Farm Corportation,
164166,Mortgagee,QQ1485210000,NB,James,24:58.1,Businessowners,Farm Corportation,
164165,Mortgagee,QQ1485210000,NB,James,24:56.8,Businessowners,Farm Corportation,
164164,Mortgagee,QQ1485210000,NB,James,24:51.1,Businessowners,Farm Corportation,
164061,CAAdditionalNamedInsuredDetails,QQ5165510000,CA,Cindy,40:43.5,Commercial Auto,Equipment Sale,
164060,CAAdditionalNamedInsuredDetails,QQ5165510000,CA,Cindy,40:43.0,Commercial Auto,Equipment Sale,
164052,Mortgagee,QQ6931510000,CA,Bindu,38:17.4,Businessowners,Equipment Dealers,
164051,Mortgagee,QQ6931510000,CA,Bindu,38:15.0,Businessowners,Equipment Dealers,
164050,Mortgagee,QQ6931510000,CA,Bindu,38:09.6,Businessowners,Equipment Dealers,
164007,Mortgagee,QQ2297610000,CA,Silas,22:52.1,Businessowners,machinery Dealers,
164006,Mortgagee,QQ2297610000,CA,Silas,22:47.7,Businessowners,machinery Dealers,
164005,Mortgagee,QQ2297610000,CA,Silas,22:35.4,Businessowners,machinery Dealers,
164004,Mortgagee,QQ2297610000,CA,Silas,22:35.1,Businessowners,machinery Dealers,
164003,Mortgagee,QQ2297610000,CA,Silas,22:34.4,Businessowners,machinery Dealers,
164002,Mortgagee,QQ2297610000,CA,Silas,22:34.2,Businessowners,machinery Dealers,
164001,Mortgagee,QQ2297610000,CA,Silas,22:04.7,Businessowners,machinery Dealers,
164000,Mortgagee,QQ2297610000,EC,Silas,22:01.9,Businessowners,machinery Dealers,
163958,AdditionalNamedInsuredDetails,QQ2297610000,CA,Silas,19:20.6,Businessowners,machinery Dealers,
163957,AdditionalNamedInsuredDetails,QQ2297610000,CA,Silas,19:17.5,Businessowners,machinery Dealers,
163956,AdditionalNamedInsuredDetails,QQ2297610000,CA,Silas,19:17.0,Businessowners,machinery Dealers,
163948,Mortgagee,QQ5459210000,EC,Morris,13:28.9,Businessowners,Machinery Repair,
163947,Mortgagee,QQ5459210000,EC,Morris,13:21.1,Businessowners,Machinery Repair,
163946,Mortgagee,QQ5459210000,EC,Morris,13:15.3,Businessowners,Machinery Repair,
163945,Mortgagee,QQ5459210000,EC,Morris,13:14.3,Businessowners,Machinery Repair,
163944,Mortgagee,QQ5459210000,EC,Morris,13:06.5,Businessowners,Machinery Repair,
163943,Mortgagee,QQ5459210000,NB,Morris,13:05.9,Businessowners,Machinery Repair,
163881,WCAdditionalNamedInsuredDetails,QQ7620910000,CA,Juniper,48:47.7,Workers Compensation,DayCare Center,
163880,WCAdditionalNamedInsuredDetails,QQ7620910000,CA,Juniper,47:56.4,Workers Compensation,DayCare Center,
163806,CAAdditionalNamedInsuredDetails,QQ2141310000,CA,Portia,32:34.9,CommercialAuto,null,
163763,CAAdditionalNamedInsuredDetails,QQ8015010000,CA,Caliban,17:49.0,Commercial Auto,Electric Motor Repair,
163762,CAAdditionalNamedInsuredDetails,QQ8015010000,CA,Caliban,16:56.3,Commercial Auto,Electric Motor Repair,
163751,Mortgagee,QQ5839510000,CA,Zephyr,36:39.2,Businessowners,Welding,
163750,Mortgagee,QQ5839510000,CA,Zephyr,36:37.2,Businessowners,Welding,
163749,Mortgagee,QQ5839510000,CA,Zephyr,36:33.1,Businessowners,Welding,
163748,Mortgagee,QQ5839510000,CA,Zephyr,36:32.1,Businessowners,Welding,
163711,AdditionalNamedInsuredDetails,QQ5839510000,CA,Zephyr,32:52.3,Businessowners,Welding,
163710,AdditionalNamedInsuredDetails,QQ5839510000,CA,Zephyr,32:13.7,Businessowners,Welding,
163693,WCAdditionalNamedInsuredDetails,QQ150810000,CA,Quinn,03:49.0,Workers Compensation,Locksmith,
163692,WCAdditionalNamedInsuredDetails,QQ150810000,CA,Quinn,03:47.5,Workers Compensation,Locksmith,
163691,WCAdditionalNamedInsuredDetails,QQ150810000,CA,Quinn,03:47.2,Workers Compensation,Locksmith,
163690,WCAdditionalNamedInsuredDetails,QQ150810000,CA,Quinn,02:37.6,Workers Compensation,Locksmith,
163689,WCAdditionalNamedInsuredDetails,QQ150810000,CA,Quinn,02:37.2,Workers Compensation,Locksmith,
163654,CAAdditionalNamedInsuredDetails,QQ7735610000,CA,Logan,56:01.9,Commercial Auto,Equipment Sale,
163653,CAAdditionalNamedInsuredDetails,QQ7735610000,CA,Logan,56:01.1,Commercial Auto,Equipment Sale,
163652,CAAdditionalNamedInsuredDetails,QQ7735610000,CA,Logan,55:11.5,Commercial Auto,Equipment Sale,
163637,CAAdditionalNamedInsuredDetails,QQ2769410000,CA,Gabriel,54:11.1,Commercial Auto,Equipment Sale,
163636,CAAdditionalNamedInsuredDetails,QQ2769410000,CA,Gabriel,54:09.9,Commercial Auto,Equipment Sale,
163635,CAAdditionalNamedInsuredDetails,QQ2769410000,CA,Gabriel,53:32.7,Commercial Auto,Equipment Sale,
163610,CAAdditionalNamedInsuredDetails,QQ1581910000,NB,Franko,51:38.6,Commercial Auto,Equipment Sale,
163609,CAAdditionalNamedInsuredDetails,QQ1581910000,NB,Franko,51:26.6,Commercial Auto,Equipment Sale,
163581,CAAdditionalNamedInsuredDetails,QQ1581910000,CA,Franko,44:57.3,Commercial Auto,Equipment Sale,
163553,CAAdditionalNamedInsuredDetails,QQ1780910000,NB,Kelvin,42:57.5,Commercial Auto,Petals Florist,
163552,CAAdditionalNamedInsuredDetails,QQ1780910000,NB,Kelvin,42:56.9,Commercial Auto,Petals Florist,
163551,CAAdditionalNamedInsuredDetails,QQ1780910000,NB,Kelvin,42:49.1,Commercial Auto,Petals Florist,
163539,CAAdditionalNamedInsuredDetails,QQ8106510000,EC,Aanya,42:32.1,Commercial Auto,Farm Corportation,
163538,CAAdditionalNamedInsuredDetails,QQ8106510000,EC,Aanya,42:24.1,Commercial Auto,Farm Corportation,
163522,Mortgagee,QQ1858010000,CA,Isabell,48:38.5,Businessowners,machinery Dealers,
163497,AdditionalNamedInsuredDetails,QQ1858010000,CA,Isabell,39:24.1,Businessowners,machinery Dealers,
163495,AdditionalNamedInsuredDetails,QQ1858010000,CA,Isabell,39:23.6,Businessowners,machinery Dealers,
163494,AdditionalNamedInsuredDetails,QQ1858010000,CA,Isabell,39:02.3,Businessowners,machinery Dealers,
163378,WCAdditionalNamedInsuredDetails,QQ7761010000,CA,Joseph,50:20.0,Workers Compensation,Carpet Cleaning Services,
163377,WCAdditionalNamedInsuredDetails,QQ7761010000,CA,Joseph,49:37.0,Workers Compensation,Carpet Cleaning Services,
163341,Mortgagee,QQ2280310000,CA,Haley,43:36.3,Businessowners,null,
163333,Mortgagee,QQ1452610000,NB,Kelvin,42:36.5,Businessowners,Equipment Dealers,
163332,Mortgagee,QQ1452610000,NB,Kelvin,42:35.2,Businessowners,Equipment Dealers,
163331,Mortgagee,QQ1452610000,NB,Kelvin,42:32.0,Businessowners,Equipment Dealers,
163330,Mortgagee,QQ1452610000,NB,Kelvin,42:26.4,Businessowners,Equipment Dealers,
163321,Mortgagee,QQ8596110000,NB,Yalveen,41:45.0,Businessowners,null,
163320,Mortgagee,QQ8596110000,NB,Yalveen,41:43.6,Businessowners,null,
163319,Mortgagee,QQ8596110000,NB,Yalveen,41:41.9,Businessowners,null,
163318,Mortgagee,QQ8596110000,NB,Yalveen,41:40.6,Businessowners,null,
163317,Mortgagee,QQ8596110000,NB,Yalveen,41:18.7,Businessowners,null,
163311,Mortgagee,QQ7320110000,CA,Thomas,40:30.8,Businessowners,null,
163310,Mortgagee,QQ7320110000,CA,Thomas,40:28.5,Businessowners,null,
163309,Mortgagee,QQ7320110000,CA,Thomas,40:26.0,Businessowners,null,
163308,Mortgagee,QQ7320110000,CA,Thomas,40:25.1,Businessowners,null,
163282,AdditionalNamedInsuredDetails,QQ2280310000,NB,Haley,37:22.7,Businessowners,null,
163281,AdditionalNamedInsuredDetails,QQ2280310000,CA,Haley,37:03.8,Businessowners,null,
163235,AdditionalNamedInsuredDetails,QQ1452610000,EC,Kelvin,34:45.8,Businessowners,Equipment Dealers,
163234,AdditionalNamedInsuredDetails,QQ1452610000,EC,Kelvin,34:45.3,Businessowners,Equipment Dealers,
163233,AdditionalNamedInsuredDetails,QQ1452610000,EC,Kelvin,34:36.1,Businessowners,Equipment Dealers,
163232,AdditionalNamedInsuredDetails,QQ1452610000,CA,Kelvin,34:04.5,Businessowners,Equipment Dealers,
163222,AdditionalNamedInsuredDetails,QQ8596110000,NB,Yalveen,33:08.1,Businessowners,null,
163221,AdditionalNamedInsuredDetails,QQ8596110000,NB,Yalveen,33:07.6,Businessowners,null,
163220,AdditionalNamedInsuredDetails,QQ8596110000,CA,Yalveen,33:05.4,Businessowners,null,
163219,AdditionalNamedInsuredDetails,QQ8596110000,CA,Yalveen,32:26.1,Businessowners,null,
163192,AdditionalNamedInsuredDetails,QQ7320110000,NB,Thomas,29:53.0,Businessowners,Construction,
163191,AdditionalNamedInsuredDetails,QQ7320110000,NB,Thomas,29:51.9,Businessowners,Construction,
163190,AdditionalNamedInsuredDetails,QQ7320110000,NB,Thomas,29:44.1,Businessowners,Construction,
163189,AdditionalNamedInsuredDetails,QQ7320110000,CA,Thomas,29:13.5,Businessowners,Construction,
163181,Mortgagee,QQ2950810000,NB,Frank,28:41.4,Businessowners,null,
163180,Mortgagee,QQ2950810000,NB,Frank,28:38.5,Businessowners,null,
163179,Mortgagee,QQ2950810000,NB,Frank,28:36.7,Businessowners,null,
163178,Mortgagee,QQ2950810000,NB,Frank,28:36.0,Businessowners,null,
163177,Mortgagee,QQ2950810000,NB,Frank,28:30.4,Businessowners,null,
163150,AdditionalNamedInsuredDetails,QQ2950810000,CA,Frank,23:44.3,Businessowners,null,
163149,AdditionalNamedInsuredDetails,QQ2950810000,CA,Frank,23:43.4,Businessowners,null,
163148,AdditionalNamedInsuredDetails,QQ2950810000,CA,Frank,23:15.9,Businessowners,null,
163140,Mortgagee,QQ5806210000,NB,Gabriel,19:42.7,Businessowners,null,
163138,Mortgagee,QQ5806210000,NB,Gabriel,19:40.6,Businessowners,null,
163137,Mortgagee,QQ5806210000,NB,Gabriel,19:38.7,Businessowners,null,
163136,Mortgagee,QQ5806210000,NB,Gabriel,19:37.7,Businessowners,null,
163135,Mortgagee,QQ5806210000,NB,Gabriel,19:35.6,Businessowners,null,
163124,Mortgagee,QQ406410000,CA,Elizebeth,18:51.2,Businessowners,null,
163094,AdditionalNamedInsuredDetails,QQ5806210000,CA,Gabriel,11:49.5,Businessowners,machinery Dealers,
163070,AdditionalNamedInsuredDetails,QQ406410000,NB,Elizebeth,09:17.3,Businessowners,Carpenters,
163069,AdditionalNamedInsuredDetails,QQ406410000,CA,Elizebeth,08:41.5,Businessowners,Carpenters,
163053,AdditionalNamedInsuredDetails,QQ2897610000,CA,Kelvin,25:55.2,Businessowners,Equipment Sale,
163046,Mortgagee,QQ2326410000,NB,Joseph,24:57.3,Businessowners,Carpenters,
163045,Mortgagee,QQ2326410000,NB,Joseph,24:54.0,Businessowners,Carpenters,
163044,Mortgagee,QQ2326410000,NB,Joseph,24:53.3,Businessowners,Carpenters,
163043,Mortgagee,QQ2326410000,NB,Joseph,24:49.8,Businessowners,Carpenters,
163005,AdditionalNamedInsuredDetails,QQ2326410000,NB,Joseph,21:53.0,Businessowners,Carpenters,
163004,AdditionalNamedInsuredDetails,QQ2326410000,NB,Joseph,21:52.5,Businessowners,Carpenters,
163003,AdditionalNamedInsuredDetails,QQ2326410000,NB,Joseph,21:45.6,Businessowners,Carpenters,
163002,AdditionalNamedInsuredDetails,QQ2326410000,CA,Joseph,21:12.4,Businessowners,Carpenters,
162995,Mortgagee,QQ964610000,NB,Haleik,19:32.1,Businessowners,Equipment Dealers,
162994,Mortgagee,QQ964610000,NB,Haleik,19:30.4,Businessowners,Equipment Dealers,
162993,Mortgagee,QQ964610000,NB,Haleik,19:29.0,Businessowners,Equipment Dealers,
162992,Mortgagee,QQ964610000,NB,Haleik,19:28.1,Businessowners,Equipment Dealers,
162991,Mortgagee,QQ964610000,NB,Haleik,19:18.2,Businessowners,Equipment Dealers,
162960,AdditionalNamedInsuredDetails,QQ964610000,NB,Haleik,12:56.6,Businessowners,Equipment Dealers,
162959,AdditionalNamedInsuredDetails,QQ964610000,CA,Haleik,12:18.0,Businessowners,Equipment Dealers,
162953,Mortgagee,QQ8970110000,NB,Taylor,06:52.8,Businessowners,Carpenters,
162952,Mortgagee,QQ8970110000,NB,Taylor,06:45.6,Businessowners,Carpenters,
162951,Mortgagee,QQ8970110000,NB,Taylor,06:46.3,Businessowners,Carpenters,
162950,Mortgagee,QQ8970110000,NB,Taylor,06:44.6,Businessowners,Carpenters,
162923,AdditionalNamedInsuredDetails,QQ8970110000,EC,Taylor,55:14.8,Businessowners,Carpenters,
162922,AdditionalNamedInsuredDetails,QQ8970110000,EC,Taylor,55:14.3,Businessowners,Carpenters,
162921,AdditionalNamedInsuredDetails,QQ8970110000,EC,Taylor,55:02.1,Businessowners,Carpenters,
162920,AdditionalNamedInsuredDetails,QQ8970110000,CA,Taylor,54:27.9,Businessowners,Carpenters,
162897,AdditionalNamedInsuredDetails,QQ775010000,NB,Kolton,50:54.2,Businessowners,machinery Dealers,
162896,AdditionalNamedInsuredDetails,QQ775010000,NB,Kolton,50:53.6,Businessowners,machinery Dealers,
162895,AdditionalNamedInsuredDetails,QQ775010000,NB,Kolton,50:45.4,Businessowners,machinery Dealers,
162894,AdditionalNamedInsuredDetails,QQ775010000,CA,Kolton,50:17.4,Businessowners,machinery Dealers,
162868,AdditionalNamedInsuredDetails,QQ2927710000,NB,George,46:29.4,Businessowners,Equipment Sale,
162867,AdditionalNamedInsuredDetails,QQ2927710000,NB,George,46:28.3,Businessowners,Equipment Sale,
162866,AdditionalNamedInsuredDetails,QQ2927710000,NB,George,46:19.9,Businessowners,Equipment Sale,
162865,AdditionalNamedInsuredDetails,QQ2927710000,CA,George,45:49.5,Businessowners,Equipment Sale,
162846,AdditionalNamedInsuredDetails,QQ4954210000,NB,Isabell,40:05.7,Businessowners,Equipment Sale,
162845,AdditionalNamedInsuredDetails,QQ4954210000,CA,Isabell,39:33.6,Businessowners,Equipment Sale,
162617,AdditionalNamedInsuredDetails,QQ4553410000,NB,Daniel,13:37.7,Businessowners,Carpenters,
162616,AdditionalNamedInsuredDetails,QQ4553410000,NB,Daniel,13:37.2,Businessowners,Carpenters,
162615,AdditionalNamedInsuredDetails,QQ4553410000,NB,Daniel,13:30.8,Businessowners,Carpenters,
162599,AdditionalNamedInsuredDetails,QQ4553410000,CA,Daniel,12:50.1,Businessowners,Carpenters,
162527,CAAdditionalNamedInsuredDetails,QQ3909110000,CA,Kim,49:40.5,Commercial Auto,Farm Corportation,
162469,AdditionalNamedInsuredDetails,QQ137010000,NB,Andrew,41:24.1,Businessowners,Construction,
162468,AdditionalNamedInsuredDetails,QQ137010000,NB,Andrew,41:23.6,Businessowners,Construction,
162467,AdditionalNamedInsuredDetails,QQ137010000,NB,Andrew,41:13.4,Businessowners,Construction,
162463,AdditionalNamedInsuredDetails,QQ137010000,CA,Andrew,40:28.8,Businessowners,Construction,
162309,Mortgagee,QQ516310000,NB,Logan,45:53.0,Businessowners,Plumbing Fixture installation,
162308,Mortgagee,QQ516310000,NB,Logan,45:45.5,Businessowners,Plumbing Fixture installation,
162307,Mortgagee,QQ516310000,NB,Logan,45:44.4,Businessowners,Plumbing Fixture installation,
162306,Mortgagee,QQ516310000,NB,Logan,45:38.1,Businessowners,Plumbing Fixture installation,
162278,AdditionalNamedInsuredDetails,QQ516310000,NB,Logan,42:50.3,Businessowners,Plumbing Fixture installation,
162277,AdditionalNamedInsuredDetails,QQ516310000,NB,Logan,42:45.3,Businessowners,Plumbing Fixture installation,
162276,AdditionalNamedInsuredDetails,QQ516310000,CA,Logan,42:33.3,Businessowners,Plumbing Fixture installation,
162265,Mortgagee,QQ3173010000,CA,Grace,23:55.6,Businessowners,Construction,
162244,AdditionalNamedInsuredDetails,QQ3173010000,CA,Grace,20:57.0,Businessowners,Construction,
162233,Mortgagee,QQ1107510000,EC,Billy,18:34.1,Businessowners,Carpenters,
162232,Mortgagee,QQ1107510000,EC,Billy,18:32.3,Businessowners,Carpenters,
162231,Mortgagee,QQ1107510000,EC,Billy,18:28.8,Businessowners,Carpenters,
162230,Mortgagee,QQ1107510000,EC,Billy,18:27.4,Businessowners,Carpenters,
162229,Mortgagee,QQ1107510000,EC,Billy,18:21.9,Businessowners,Carpenters,
162199,AdditionalNamedInsuredDetails,QQ1107510000,EC,Billy,15:37.3,Businessowners,Carpenters,
162198,AdditionalNamedInsuredDetails,QQ1107510000,EC,Billy,15:36.7,Businessowners,Carpenters,
162197,AdditionalNamedInsuredDetails,QQ1107510000,EC,Billy,15:32.6,Businessowners,Carpenters,
162196,AdditionalNamedInsuredDetails,QQ1107510000,CA,Billy,15:18.8,Businessowners,Carpenters,
162158,AdditionalNamedInsuredDetails,QQ3079810000,NB,Amber,41:05.3,Businessowners,Locksmith,
162157,AdditionalNamedInsuredDetails,QQ3079810000,NB,Amber,41:04.6,Businessowners,Locksmith,
162156,AdditionalNamedInsuredDetails,QQ3079810000,NB,Amber,41:01.7,Businessowners,Locksmith,
162155,AdditionalNamedInsuredDetails,QQ3079810000,CA,Amber,40:49.2,Businessowners,Locksmith,
162148,Mortgagee,QQ1897010000,CA,Joe,39:16.4,Businessowners,Plumbers,
162121,Mortgagee,QQ8802010000,EC,Alice,34:42.0,Businessowners,Petals Florist,
162120,Mortgagee,QQ8802010000,EC,Alice,34:39.9,Businessowners,Petals Florist,
162119,Mortgagee,QQ8802010000,EC,Alice,34:37.1,Businessowners,Petals Florist,
162118,Mortgagee,QQ8802010000,EC,Alice,34:35.4,Businessowners,Petals Florist,
162117,Mortgagee,QQ8802010000,EC,Alice,34:29.6,Businessowners,Petals Florist,
162087,AdditionalNamedInsuredDetails,QQ8802010000,EC,Alice,31:19.7,Businessowners,Petals Florist,
162086,AdditionalNamedInsuredDetails,QQ8802010000,EC,Alice,31:15.1,Businessowners,Petals Florist,
162085,AdditionalNamedInsuredDetails,QQ8802010000,CA,Alice,30:59.9,Businessowners,Petals Florist,
162079,Mortgagee,QQ1611510000,NB,Alan,54:42.9,Businessowners,Water distribution,
162078,Mortgagee,QQ1611510000,NB,Alan,54:38.1,Businessowners,Water distribution,
162077,Mortgagee,QQ1611510000,NB,Alan,54:36.6,Businessowners,Water distribution,
162076,Mortgagee,QQ1611510000,NB,Alan,54:31.6,Businessowners,Water distribution,
162046,AdditionalNamedInsuredDetails,QQ1611510000,NB,Alan,51:17.5,Businessowners,Water distribution,
162045,AdditionalNamedInsuredDetails,QQ1611510000,NB,Alan,51:12.2,Businessowners,Water distribution,
162044,AdditionalNamedInsuredDetails,QQ1611510000,CA,Alan,50:50.1,Businessowners,Water distribution,
162043,AdditionalNamedInsuredDetails,QQ1611510000,CA,Alan,50:48.1,Businessowners,Water distribution,
162019,AdditionalNamedInsuredDetails,QQ5161810000,CA,Jean,43:59.0,Businessowners,Plumbing Fixture installation,
162018,AdditionalNamedInsuredDetails,QQ5161810000,CA,Jean,43:57.0,Businessowners,Plumbing Fixture installation,
161988,AdditionalNamedInsuredDetails,QQ4494810000,EC,Juan,35:21.4,Businessowners,Plumbing Fixture installation,
161987,AdditionalNamedInsuredDetails,QQ4494810000,EC,Juan,35:20.8,Businessowners,Plumbing Fixture installation,
161986,AdditionalNamedInsuredDetails,QQ4494810000,EC,Juan,35:18.6,Businessowners,Plumbing Fixture installation,
161985,AdditionalNamedInsuredDetails,QQ4494810000,CA,Juan,35:04.8,Businessowners,Plumbing Fixture installation,
161953,AdditionalNamedInsuredDetails,QQ2069610000,NB,Denise,30:09.7,Businessowners,Bands Musical,
161952,AdditionalNamedInsuredDetails,QQ2069610000,NB,Denise,30:09.0,Businessowners,Bands Musical,
161951,AdditionalNamedInsuredDetails,QQ2069610000,NB,Denise,30:06.8,Businessowners,Bands Musical,
161950,AdditionalNamedInsuredDetails,QQ2069610000,CA,Denise,29:53.8,Businessowners,Bands Musical,
161918,AdditionalNamedInsuredDetails,QQ8466510000,EC,Frances,15:15.1,Businessowners,Carpet Stores,
161917,AdditionalNamedInsuredDetails,QQ8466510000,EC,Frances,15:10.3,Businessowners,Carpet Stores,
161916,AdditionalNamedInsuredDetails,QQ8466510000,CA,Frances,14:51.5,Businessowners,Carpet Stores,
161897,AdditionalNamedInsuredDetails,QQ7776110000,NB,Willie,06:05.4,Businessowners,Construction,
161895,AdditionalNamedInsuredDetails,QQ7776110000,CA,Willie,05:47.3,Businessowners,Construction,
161868,AdditionalNamedInsuredDetails,QQ5511410000,EC,Albert,52:41.2,Businessowners,Welding,
161867,AdditionalNamedInsuredDetails,QQ5511410000,EC,Albert,52:40.4,Businessowners,Welding,
161866,AdditionalNamedInsuredDetails,QQ5511410000,EC,Albert,52:36.4,Businessowners,Welding,
161865,AdditionalNamedInsuredDetails,QQ5511410000,CA,Albert,52:01.6,Businessowners,Welding,
161851,AdditionalNamedInsuredDetails,QQ8536210000,NB,Marilyn,48:44.6,Businessowners,Locksmith,
161850,AdditionalNamedInsuredDetails,QQ8536210000,NB,Marilyn,48:43.3,Businessowners,Locksmith,
161849,AdditionalNamedInsuredDetails,QQ8536210000,NB,Marilyn,48:40.2,Businessowners,Locksmith,
161848,AdditionalNamedInsuredDetails,QQ8536210000,CA,Marilyn,48:26.0,Businessowners,Locksmith,
161823,Mortgagee,QQ1674710000,NB,Andrew,36:08.7,Businessowners,Farm Corportation,
